Date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0
2021-07-26,369.55987548828125,371.5244693516764,365.35289943975135,366.7022954251453,14925200,71.46370467776639,5.739328101024455,1.4536799122859438,4.285648188738511,331.4476119894893,348.2893173217774,365.1310226540655,9.671100716952727,1.1314846907374931
2021-07-27,364.9460754394531,370.24449233760663,361.7114494701859,369.01415718461413,15705400,66.47494570191675,6.469167714388107,1.7468156205196763,4.72235209386843,330.56007122884427,348.8930801391602,367.2260890494761,10.509241916178782,0.9378167102526188
2021-07-28,370.3735046386719,374.6102459613628,364.07294199741824,371.6435368808808,29676900,69.19886246732212,7.400213983321407,2.1422895115623817,5.257924471759026,329.25443069032247,349.9542510986329,370.6540715069433,11.830015119591316,0.9932229637084489
2021-07-29,355.5299987792969,362.67391881987123,353.9622842712004,358.1891240675114,33413200,55.83684044541715,6.861235931927922,1.2826491681351175,5.578586763792805,329.7755669868467,350.48061981201175,371.1856726371768,11.815234084138913,0.6219359112464584
2021-07-30,353.5257263183594,357.92125598632435,350.1919028478955,351.24364693893176,15976200,54.31183068257824,6.200883975326235,0.49783776922674416,5.703046206099491,329.8308548660953,350.575375366211,371.3198958663267,11.834556536348837,0.5711115726230431
2021-08-02,349.2095642089844,356.6015368440314,348.00896403538354,355.31167136622435,13180400,51.07664071881263,5.268539636211528,-0.34760525591036995,5.616144892121898,329.6962707512378,350.43894348144534,371.18161621165285,11.83810938598254,0.47036593865093823
2021-08-03,348.5050964355469,351.01539564143263,344.9926820804049,349.98351529526695,12406100,50.54740122743797,4.421833227500315,-0.9554493316972668,5.377282559197582,329.60232740623576,350.3625427246094,371.12275804298304,11.850704791060672,0.45526428169031063
2021-08-04,356.12530517578125,357.6731559108853,348.7729990440596,349.67591701952944,14180600,55.87361603486108,4.31594789821537,-0.8490677287857693,5.165015627001139,329.90453788441744,350.78076019287107,371.6569825013247,11.90271798086941,0.6280055582840282
2021-08-05,360.143798828125,361.06655027869056,354.1210545536486,356.83974061353666,10247200,58.417080298752836,4.504368311660926,-0.528517852272171,5.032886163933097,330.7048149809178,351.64001922607423,372.5752234712307,11.907179558932354,0.7030976030247758
2021-08-06,360.6795959472656,362.30681059827253,358.5860093865691,358.5860093865691,8925000,58.75841809986748,4.643400960626252,-0.3115881626454762,4.954989123271728,331.0661381670929,352.2894226074219,373.5127070477509,12.048777555254294,0.6976643474631221
2021-08-09,358.7944030761719,362.93194777690513,357.9411137772933,360.9276868832901,7798900,56.9859544732425,4.549027667840846,-0.3247691643447057,4.873796832185552,331.31114168343936,352.7086349487305,374.1061282140216,12.133240383185662,0.6422075018785753
2021-08-10,358.318115234375,361.2649909446652,356.2443923686089,359.01264661164123,7469900,56.52205532800285,4.385253235482878,-0.3908348773621393,4.776088112845017,331.6803102200144,353.15711822509763,374.63392623018086,12.162749607325882,0.6201527947741545
2021-08-11,357.1571960449219,359.5385026093773,355.0239428784297,359.2805476658655,8400300,55.3395354963069,4.114356599741939,-0.529385210482463,4.643741810224402,332.5845432714384,353.768815612793,374.9530879541476,11.976336752384185,0.5799739631725349
2021-08-12,359.8262634277344,360.1735442509098,354.3293914916329,355.65898438949955,7170700,57.539028789805414,4.068145447294739,-0.46047709034372986,4.528622537638469,334.1091489847641,354.6712341308594,375.23331927695466,11.5950114739267,0.6253527854847428
2021-08-13,360.3521423339844,361.8206294212598,358.6653973147733,360.143785948073,7195700,57.978151056868064,4.027529950607629,-0.4008740696246722,4.428404020232302,336.54026182791216,355.7636596679688,374.98705750802543,10.80683612148451,0.6193462962217418
2021-08-16,363.70587158203125,364.09284948083223,354.59735657903235,359.6973195337549,11222100,60.76489632067679,4.217344872413662,-0.16884731825491173,4.386192190668574,340.5897831161939,357.23263244628913,373.87548177638433,9.317653438392137,0.6944750867880713
2021-08-17,355.6589660644531,361.8305356773374,352.3052793550785,360.1536923226501,12328700,51.87553969816024,3.6760809678975193,-0.5680889782168439,4.244169946114363,343.7618339093553,358.065592956543,372.36935200373074,7.989463008205714,0.4158743207239967
2021-08-18,352.6823425292969,357.05797793706466,352.384660276008,353.4761013114874,10042400,49.01886671648492,2.972669695538798,-1.0172002004604526,3.9898698959992505,345.66367146825615,358.5230010986328,371.3823307290094,7.173503284850013,0.27290190324000396
2021-08-19,352.35491943359375,354.785855077009,348.2670038908366,348.61428473703285,12004500,48.7011738880459,2.361568198785278,-1.302641357771178,3.664209556556456,346.3942600594221,358.71797332763674,371.0416865958514,6.8709761899545105,0.2418369871337969
2021-08-20,356.57177734375,357.18694489775766,350.5589656746457,351.83892962795636,8697700,52.932080928410436,2.1922600423238237,-1.1775596113861062,3.36981965370993,346.4712475383842,358.20102691650396,369.9308062946237,6.5492717757361145,0.43055071539567497
2021-08-23,360.52081298828125,362.8425891488838,356.3039052424102,356.64125422848525,10942000,56.54649295866629,2.3496509678242887,-0.816134948708513,3.1657859165328017,347.2277728490272,357.749073791504,368.27037473398076,5.881944476316713,0.6317203648071296
2021-08-24,362.6640319824219,365.09493733122457,359.02259445247506,360.82843061784286,9235100,58.41300329029062,2.617155333856431,-0.4389044661410968,3.0560597999975276,347.3966121755305,357.63497161865234,367.8733310617742,5.7255918775410235,0.745598935635536
2021-08-25,365.5215759277344,367.97231440598324,362.5548367278309,362.75329155616987,9684500,60.82892107433224,3.024865618164597,-0.024955345466344703,3.0498209636309417,348.254077946504,357.3923751831055,366.530672419707,5.113873642054952,0.9447874989264462
2021-08-26,361.5428161621094,366.5634148299636,361.29476274855944,365.51167077890847,7888700,55.95474724020431,2.9924314081206944,-0.04591164440819817,3.0383430525288926,348.41808914224265,357.6930160522461,366.96794296224954,5.185970367757312,0.7075380295294345
2021-08-27,369.7285461425781,370.8298886670531,361.2451019807343,362.2571791977708,11219100,62.59539382185639,3.5859109125610757,0.4380542880257461,3.1478566245353297,348.0102883779562,358.503157043457,368.9960257089578,5.853710607200521,1.0349056324334238
2021-08-30,377.6960144042969,378.5195383294216,367.6349544508704,369.6590785756934,13547300,67.69999139651878,4.645604164410031,1.1981980318997607,3.4474061325102703,347.241827445731,359.92747955322267,372.6131316607143,7.049004495704705,1.200339828828382
2021-08-31,376.4259948730469,379.77968163648467,375.85049403674094,376.99156388391305,12345400,66.15030780819237,5.321594707788449,1.4993508602225427,3.8222438475659066,347.8121355340123,361.3235244750977,374.8349134161831,7.4788315876823495,1.058879270806335
2021-09-01,379.0751647949219,381.3374104188179,375.8604026662153,376.63432800386516,11567200,67.80576019339851,6.001901768786695,1.7437263369766303,4.258175431810065,347.0545997197867,362.4710174560547,377.8874351923227,8.50628987910022,1.0385215820859919
2021-09-02,372.3579406738281,378.77756425764454,371.14743879885947,378.5295108429375,14832900,59.817455655993975,5.930661197016775,1.3379886121653684,4.592672584851407,347.09627566333705,363.0817245483398,379.0671734333426,8.805427430911358,0.790145625319007
2021-09-03,373.33026123046875,374.223247324552,370.20476448124776,371.83200915575986,7509600,60.54210228880817,5.884824084655293,1.0337211998431082,4.851102884812184,347.138755584879,363.7142578125,380.28976004012105,9.114573801594515,0.7900667287759415
2021-09-07,379.2042236328125,379.9781491056426,370.2445351558351,372.95328945072,10793800,64.68542882098552,6.250426492141401,1.1194588858633727,5.130967606278028,346.96454560899093,364.7347488403321,382.50495207167324,9.744178906913156,0.9071274426102433
2021-09-08,374.630126953125,377.9044199897593,371.87177413003326,377.19995675435416,11067200,59.450291615379236,6.100751988035597,0.7758275054060544,5.324924482629543,347.52465537558936,365.5503494262696,383.5760434769498,9.862222306159193,0.7518565304982747
2021-09-09,375.0567932128906,376.87253103145304,373.6379348337995,374.6996108013545,9098900,59.77730118212766,5.947997454395079,0.4984583774124287,5.44953907698265,348.39683035663035,366.445329284668,384.49382821270564,9.850582057230653,0.7385645466295554
2021-09-10,375.7414245605469,380.8017207031654,375.3147799184728,378.39061829617935,11549600,60.33012496512826,5.815148996177641,0.29248793535599216,5.522661060821648,349.01880354976043,367.24108734130857,385.4633711328567,9.923880752815988,0.7332401722110412
2021-09-13,373.578369140625,378.77755895045016,371.43518403399025,378.7080967281156,13026300,57.63489060769705,5.472244512552777,-0.040333238615097855,5.512577751167875,349.7730264698685,367.90239868164065,386.0317708934128,9.855533574522923,0.6565407338070625
2021-09-14,373.59820556640625,375.64216326926356,372.1892488559139,374.46142659975425,8711600,57.65357416326834,5.142807785700484,-0.2958159723739131,5.438623758074397,350.21002979367876,368.3970153808594,386.58400096804,9.873579224510493,0.6429920907072418
2021-09-15,371.008544921875,374.62018689725124,364.80720954935725,374.06454967027025,17940300,54.28756220567867,4.619511976372621,-0.6552894253614205,5.274801401734042,351.97256035116567,369.1644943237305,386.3564282962953,9.313969375120205,0.5536312726970476
2021-09-16,370.1551818847656,370.6512886562061,366.83126046012364,369.88729512897135,11934200,53.18561880266669,4.088803826772278,-0.9487980599694108,5.0376018867416885,354.6965694431795,370.03813629150386,385.3797031398282,8.291884183655482,0.5038146557786094
2021-09-17,361.8801574707031,368.518069098452,358.77452395434756,368.518069098452,26299000,43.88352712828925,2.9662948807867338,-1.6570456047639635,4.623340485550697,357.0018511937336,370.51439819335934,384.02694519298507,7.293938948398961,0.1805102427064502
2021-09-20,352.930419921875,358.2189055405732,347.0763349554893,356.50236496446865,19822800,36.45689693842895,1.3390931969224766,-2.6273978309025767,3.9664910278250534,355.9581279774684,370.33233032226565,384.7065326670629,7.762866575699037,-0.10531742850723376
