horizon_name,trading_day_ahead,forecast_date,expected_price,lower_price,upper_price,expected_return_pct,std_log_return
d0078,78,2022-05-23,335.31204,332.3921,338.25757,3.8117766,0.0044623064
d0079,79,2022-05-24,324.92886,318.5558,331.42947,0.597167,0.010106459
d0080,80,2022-05-25,332.5284,328.87903,336.21832,2.949977,0.005630297
d0081,81,2022-05-26,332.8219,331.3719,334.27823,3.0408382,0.0022276307
d0082,82,2022-05-27,339.88504,336.38138,343.42523,5.227566,0.0052866708
d0083,83,2022-05-30,337.5549,335.22763,339.89832,4.506159,0.0035297652
d0084,84,2022-05-31,333.0424,327.81607,338.35202,3.1090975,0.008069927
d0085,85,2022-06-01,335.19745,327.68362,342.88364,3.7763,0.011566977
d0086,86,2022-06-02,334.30215,326.56656,342.22092,3.4991145,0.011944561
d0087,87,2022-06-03,332.3377,328.19867,336.529,2.8909326,0.0063941916
d0088,88,2022-06-06,334.43732,331.04996,337.85938,3.540969,0.005193989
d0089,89,2022-06-07,322.70828,318.69827,326.76877,-0.09031892,0.0063795373
d0090,90,2022-06-08,332.25327,326.08572,338.5375,2.86479,0.009559829
d0091,91,2022-06-09,331.41592,328.06717,334.79886,2.6055455,0.005181516
d0092,92,2022-06-10,326.13654,322.26245,330.05725,0.97106695,0.0060968557
d0093,93,2022-06-13,339.66367,337.0681,342.2793,5.1590323,0.0039137807
d0094,94,2022-06-14,335.07312,332.23428,337.93625,3.7378073,0.00434103
d0095,95,2022-06-15,326.38077,322.86914,329.93063,1.0466814,0.00551925
d0096,96,2022-06-16,337.93668,335.35132,340.54193,4.624355,0.0039182366
d0097,97,2022-06-17,340.03882,336.86536,343.24222,5.275178,0.0047839205
d0098,98,2022-06-20,332.67993,327.2385,338.21182,2.9968858,0.0084140645
d0099,99,2022-06-21,330.93842,321.92065,340.20877,2.457714,0.014095543
d0100,100,2022-06-22,332.09882,327.11526,337.15842,2.816975,0.007714362
d0101,101,2022-06-23,331.37195,328.2408,334.533,2.5919318,0.0048438394
d0102,102,2022-06-24,338.69812,336.22388,341.1906,4.860103,0.003740837
d0103,103,2022-06-27,339.65558,334.7962,344.58557,5.156529,0.00735217
d0104,104,2022-06-28,340.17505,336.98926,343.391,5.317354,0.0048006475
d0105,105,2022-06-29,340.55576,338.8137,342.3068,5.4352164,0.0026165752
d0106,106,2022-06-30,336.22983,333.7106,338.76813,4.095924,0.003837181
d0107,107,2022-07-01,333.5991,330.8098,336.4118,3.2814503,0.0042837756
d0108,108,2022-07-04,338.92886,336.65216,341.22104,4.9315333,0.0034388474
d0109,109,2022-07-05,330.40912,324.47006,336.4569,2.293849,0.009254307
d0110,110,2022-07-06,331.2739,322.85278,339.91467,2.5615811,0.013137309
d0111,111,2022-07-07,337.61823,334.59473,340.66907,4.5257688,0.0045896308
d0112,112,2022-07-08,328.74698,324.32013,333.23416,1.7792463,0.0069169085
